Source,Target,Weight,Publication Type,Publication Name,Title,Co-authors,Keywords
JHG21,mjg40,0.166666666667,Journal article,European Journal of Vascular and Endovascular Surgery,In vivo MRI-based 3D Mechanical Stress-Strain Profiles of Carotid Plaques with Juxtaluminal Plaque Haemorrhage: An Exploratory Study for the Mechanism of Subsequent Cerebrovascular Events,"Teng Z, Sadat U, Huang Y, Young VE, Graves MJ, Lu J, Gillard JH","[u'Carotid', u'Haemorrhage', u'Rupture', u'Deformation', u'MRI', u'Atherosclerosis', u'ATHEROSCLEROTIC PLAQUES', u'INTRAPLAQUE HEMORRHAGE', u'SYMPTOMATIC PATIENTS', u'ARTERY STENOSIS', u'FINITE-ELEMENT', u'FILAMIN-A', u'MODERATE', u'DISEASE', u'STROKE', u'RISK']"
KK101,NJW1004,0.5,Journal article,American Journal of Clinical Nutrition,"Serum 25-hydroxyvitamin D, mortality, and incident cardiovascular disease, respiratory disease, cancers, and fractures: A 13-y prospective population study","Khaw KT, Luben R, Wareham N",[]
PG336,MAS1001,0.142857142857,Journal article,Journal of Medical Virology,Analyses of Human Papillomavirus Genotypes and Viral Loads in Anogenital Warts,"Ball SLR, Winder DM, Vaughan K, Hanna N, Levy J, Sterling JC, Stanley MA, Goon PKC","[u'HPV', u'genital warts', u'E6 DNA viral loads', u'E6 mRNA', u'PRETECT(TM) HPV-PROOFER', u'E6/E7 MESSENGER-RNA', u'CERVICAL-CANCER', u'DNA', u'INFECTION', u'SPECIMENS', u'ASSAY', u'RISK', u'CONDYLOMATA', u'VALIDATION']"
DMG25,PPD21,0.333333333333,Journal article,Proceedings of the National Academy of Sciences of USA,Rab5 GTPase controls chromosome alignment through Lamin disassembly and relocation of the NuMA-like protein Mud to the poles during mitosis,"Capalbo L, D'Avino PP, Archambault V, Glover DM","[u'REGULATES SPINDLE ORIENTATION', u'NUCLEAR-ENVELOPE BREAKDOWN', u'DROSOPHILA-MELANOGASTER', u'NUP107-160 COMPLEX', u'MITOTIC SPINDLE', u'CELL-DIVISION', u'CYTOKINESIS', u'KINETOCHORES', u'ORGANIZATION', u'CHECKPOINT']"
TK218,SB10031,0.166666666667,Journal article,Biochemistry,Nucleotide Contributions to the Structural Integrity and DNA Replication Initiation Activity of Noncoding y RNA,"Wang I, Kowalski MP, Langley AR, Rodriguez R, Balasubramanian S, Hsu STD, Krude T",[]
SJG49,NJW1004,0.142857142857,Journal article,British Journal of General Practice,Cardiovascular risk reduction following diagnosis of diabetes by screening: 1-year results from the ADDITION-Cambridge trial cohort,"Charles M, Simmons RK, Williams KM, Roglic G, Sharp SJ, Kinmonth A-L, Wareham NJ, Griffin SJ",[]
KK101,NJW1004,0.111111111111,Journal article,New England Journal of Medicine,"C-reactive protein, fibrinogen, and cardiovascular disease prediction","Kaptoge S, Di Angelantonio E, Pennells L, Wood AM, White IR, Gao P, Walker M, Thompson A, Sarwar N, Caslake M",[]
KK101,NJW1004,0.142857142857,Journal article,International Journal of Cardiology,"The relationship between dietary magnesium intake, stroke and its major risk factors, blood pressure and cholesterol, in the EPIC-Norfolk cohort","Bain LKM, Myint PK, Jennings A, Lentjes MAH, Luben RN, Khaw KT, Wareham NJ, Welch AA",[]
KK101,NJW1004,0.166666666667,Journal article,International Journal of Cardiology,"Red cell distribution width is associated with physical inactivity and heart failure, independent of established risk factors, inflammation or iron metabolism; the EPIC-Norfolk study","Emans ME, Gaillard CAJM, Pfister R, Tanck MW, Boekholdt SM, Wareham NJ, Khaw K-T",[]
KK101,NJW1004,0.125,Journal article,British Journal of Ophthalmology,"Genotype-phenotype analysis of SNPs associated with primary angle closure glaucoma (rs1015213, rs3753841 and rs11024102) and ocular biometry in the EPIC-Norfolk Eye Study","Day AC, Luben R, Khawaja AP, Low S, Hayat S, Dalzell N, Wareham NJ, Khaw KT, Foster PJ",[]
KK101,NJW1004,0.111111111111,Journal article,European Journal of Nutrition,Dietary acrylamide intake of adults in the European Prospective Investigation into Cancer and Nutrition differs greatly according to geographical region,"Freisling H, Moskal A, Ferrari P, Nicolas G, Knaze V, Clavel-Chapelon F, Boutron-Ruault MC, Nailler L, Teucher B, Grote VA",[]
KK101,NJW1004,0.111111111111,Journal article,International Journal of Cancer,"Dietary flavonoid, lignan and antioxidant capacity and risk of hepatocellular carcinoma in the European prospective investigation into cancer and nutrition study","Zamora-Ros R, Fedirko V, Trichopoulou A, González CA, Bamia C, Trepo E, Nöthlings U, Duarte-Salles T, Serafini M, Bredsdorff L",[]
KK101,NJW1004,0.111111111111,Journal article,Nature Genetics,Genome-wide meta-analysis identifies 11 new loci for anthropometric traits and provides insights into genetic architecture,"Berndt SI, Gustafsson S, Mägi R, Ganna A, Wheeler E, Feitosa MF, Justice AE, Monda KL, Croteau-Chonka DC, Day FR",[]
KK101,NJW1004,0.2,Journal article,International Journal of Cardiology,Does ICD-10 hospital discharge code I50 identify people with heart failure? A validation study within the EPIC-Norfolk study,"Pfister R, Michels G, Wilfred J, Luben R, Wareham NJ, Khaw K-T",[]
st321,PAWE1,0.125,Journal article,BMC Genomics,Mobile element insertions are frequent in oesophageal adenocarcinomas and can mislead paired-end sequencing analysis,"Paterson AL, Paterson AL, Paterson AL, Weaver JMJ, Weaver JMJ, Eldridge MD, Tavaré S, Fitzgerald RC, Edwards PAW",[]
st321,RCF29,0.125,Journal article,BMC Genomics,Mobile element insertions are frequent in oesophageal adenocarcinomas and can mislead paired-end sequencing analysis,"Paterson AL, Paterson AL, Paterson AL, Weaver JMJ, Weaver JMJ, Eldridge MD, Tavaré S, Fitzgerald RC, Edwards PAW",[]
PAWE1,RCF29,0.125,Journal article,BMC Genomics,Mobile element insertions are frequent in oesophageal adenocarcinomas and can mislead paired-end sequencing analysis,"Paterson AL, Paterson AL, Paterson AL, Weaver JMJ, Weaver JMJ, Eldridge MD, Tavaré S, Fitzgerald RC, Edwards PAW",[]
KMB1001,TL347,0.111111111111,Journal article,NMR in Biomedicine,Hyperpolarized singlet lifetimes of pyruvate in human blood and in the mouse,"Marco-Rius I, Tayler MCD, Kettunen MI, Larkin TJ, Timm KN, Serrao EM, Rodrigues TB, Pileio G, Ardenkjaer-Larsen JH, Levitt MH",[]
KK101,NJW1004,0.5,Journal article,American Journal of Clinical Nutrition,Reply to N Salem Jr and CN Kuratko,"Welch AA, Wareham NJ, Khaw KT",[]
CA26,DRS36,0.125,Journal article,"Lab On a Chip: microfluidic and nanotechnologies for chemistry, biology, and bioengineering",Controlling the contents of microdroplets by exploiting the permeability of PDMS,"Shim JU, Patil SN, Hodgkinson JT, Bowden SD, Spring DR, Welch M, Huck WTS, Hollfelder F, Abell C","[u'GRAM-NEGATIVE BACTERIA', u'PROTEIN CRYSTALLIZATION', u'MICROFLUIDIC DEVICES', u'SMALL MOLECULES', u'PSEUDOMONAS-AERUGINOSA', u'DROPLET MICROFLUIDICS', u'CELL COMMUNICATION', u'GROWTH', u'SURFACTANTS', u'EXTRACTION']"
DEN22,AL499,0.5,Journal article,British Journal of Urology (BJU) International,The transcriptional programme of the androgen receptor (AR) in prostate cancer,"Lamb AD, Massie CE, Neal DE",[]
MEW10,LSI10,0.111111111111,Journal article,Philosophical Transactions of the Royal Society of London: Biological Sciences,Influence of specific HSP70 domains on fibril formation of the yeast prion protein Ure2.,"Xu LQ, Wu S, Buell AK, Cohen SIA, Chen LJ, Hu WH, Cusack SA, Itzhaki LS, Zhang H, Knowles TPJ",[]
NS421,RCF29,0.111111111111,Journal article,Clinical Cancer Research,"DNA Methylation as an Adjunct to Histopathology to Detect Prevalent, Inconspicuous Dysplasia and Early-Stage Neoplasia in Barrett's Esophagus","Alvi MA, Liu X, O'Donovan M, Newton R, Wernisch L, Shannon NB, Shariff K, di Pietro M, Bergman JJGHM, Ragunath K",[]
KK101,NJW1004,0.111111111111,Journal article,"Cancer Epidemiology, Biomarkers and Prevention",Prospective study on physical activity and risk of in situ breast cancer,"Steindorf K, Ritte R, Tjonneland A, Johnsen NF, Overvad K, Østergaard JN, Clavel-Chapelon F, Fournier A, Dossus L, Lukanova A",[]
KK101,NJW1004,0.111111111111,Journal article,International Journal of Cancer,Adherence to the mediterranean diet and risk of breast cancer in the European prospective investigation into cancer and nutrition cohort study,"Buckland G, Travier N, Cottet V, González CA, Luján-Barroso L, Agudo A, Trichopoulou A, Lagiou P, Trichopoulos D, Peeters PH",[]
PP10001,HS310,0.111111111111,Journal article,"Cancer Epidemiology, Biomarkers and Prevention",Gene Set Analysis of Survival Following Ovarian Cancer Implicates Macrolide Binding and Intracellular Signaling Genes,"Fridley BL, Jenkins GD, Tsai YY, Song HL, Bolton KL, Fenstermacher D, Tyrer J, Ramus SJ, Cunningham JM, Vierkant RA","[u'GENOME-WIDE ASSOCIATION', u'COMMON DISEASES', u'COMPLEX DISEASES', u'SUSCEPTIBILITY', u'POLYMORPHISMS', u'PROGRESSION', u'CISPLATIN', u'VARIANTS', u'BIOLOGY', u'WOMEN']"
HME22,DJL15,0.111111111111,Journal article,Radiology,Advanced Ovarian Cancer: Multiparametric MR Imaging Demonstrates Response- and Metastasis-specific Effects,"Sala E, Kataoka MY, Priest AN, Gill AB, McLean MA, Joubert I, Graves MJ, Crawford RAF, Jimenez-Linan M, Earl HM","[u'APPARENT DIFFUSION-COEFFICIENTS', u'NEOADJUVANT CHEMOTHERAPY', u'BREAST-CANCER', u'3 TESLA', u'TUMORS', u'CARCINOMA', u'EXPERIENCE', u'MANAGEMENT', u'PERFUSION', u'SURGERY']"
HME22,JDB1003,0.111111111111,Journal article,Radiology,Advanced Ovarian Cancer: Multiparametric MR Imaging Demonstrates Response- and Metastasis-specific Effects,"Sala E, Kataoka MY, Priest AN, Gill AB, McLean MA, Joubert I, Graves MJ, Crawford RAF, Jimenez-Linan M, Earl HM","[u'APPARENT DIFFUSION-COEFFICIENTS', u'NEOADJUVANT CHEMOTHERAPY', u'BREAST-CANCER', u'3 TESLA', u'TUMORS', u'CARCINOMA', u'EXPERIENCE', u'MANAGEMENT', u'PERFUSION', u'SURGERY']"
HME22,JG477,0.111111111111,Journal article,Radiology,Advanced Ovarian Cancer: Multiparametric MR Imaging Demonstrates Response- and Metastasis-specific Effects,"Sala E, Kataoka MY, Priest AN, Gill AB, McLean MA, Joubert I, Graves MJ, Crawford RAF, Jimenez-Linan M, Earl HM","[u'APPARENT DIFFUSION-COEFFICIENTS', u'NEOADJUVANT CHEMOTHERAPY', u'BREAST-CANCER', u'3 TESLA', u'TUMORS', u'CARCINOMA', u'EXPERIENCE', u'MANAGEMENT', u'PERFUSION', u'SURGERY']"
HME22,mjg40,0.111111111111,Journal article,Radiology,Advanced Ovarian Cancer: Multiparametric MR Imaging Demonstrates Response- and Metastasis-specific Effects,"Sala E, Kataoka MY, Priest AN, Gill AB, McLean MA, Joubert I, Graves MJ, Crawford RAF, Jimenez-Linan M, Earl HM","[u'APPARENT DIFFUSION-COEFFICIENTS', u'NEOADJUVANT CHEMOTHERAPY', u'BREAST-CANCER', u'3 TESLA', u'TUMORS', u'CARCINOMA', u'EXPERIENCE', u'MANAGEMENT', u'PERFUSION', u'SURGERY']"
DJL15,JDB1003,0.111111111111,Journal article,Radiology,Advanced Ovarian Cancer: Multiparametric MR Imaging Demonstrates Response- and Metastasis-specific Effects,"Sala E, Kataoka MY, Priest AN, Gill AB, McLean MA, Joubert I, Graves MJ, Crawford RAF, Jimenez-Linan M, Earl HM","[u'APPARENT DIFFUSION-COEFFICIENTS', u'NEOADJUVANT CHEMOTHERAPY', u'BREAST-CANCER', u'3 TESLA', u'TUMORS', u'CARCINOMA', u'EXPERIENCE', u'MANAGEMENT', u'PERFUSION', u'SURGERY']"
DJL15,JG477,0.111111111111,Journal article,Radiology,Advanced Ovarian Cancer: Multiparametric MR Imaging Demonstrates Response- and Metastasis-specific Effects,"Sala E, Kataoka MY, Priest AN, Gill AB, McLean MA, Joubert I, Graves MJ, Crawford RAF, Jimenez-Linan M, Earl HM","[u'APPARENT DIFFUSION-COEFFICIENTS', u'NEOADJUVANT CHEMOTHERAPY', u'BREAST-CANCER', u'3 TESLA', u'TUMORS', u'CARCINOMA', u'EXPERIENCE', u'MANAGEMENT', u'PERFUSION', u'SURGERY']"
DJL15,mjg40,0.111111111111,Journal article,Radiology,Advanced Ovarian Cancer: Multiparametric MR Imaging Demonstrates Response- and Metastasis-specific Effects,"Sala E, Kataoka MY, Priest AN, Gill AB, McLean MA, Joubert I, Graves MJ, Crawford RAF, Jimenez-Linan M, Earl HM","[u'APPARENT DIFFUSION-COEFFICIENTS', u'NEOADJUVANT CHEMOTHERAPY', u'BREAST-CANCER', u'3 TESLA', u'TUMORS', u'CARCINOMA', u'EXPERIENCE', u'MANAGEMENT', u'PERFUSION', u'SURGERY']"
JDB1003,JG477,0.111111111111,Journal article,Radiology,Advanced Ovarian Cancer: Multiparametric MR Imaging Demonstrates Response- and Metastasis-specific Effects,"Sala E, Kataoka MY, Priest AN, Gill AB, McLean MA, Joubert I, Graves MJ, Crawford RAF, Jimenez-Linan M, Earl HM","[u'APPARENT DIFFUSION-COEFFICIENTS', u'NEOADJUVANT CHEMOTHERAPY', u'BREAST-CANCER', u'3 TESLA', u'TUMORS', u'CARCINOMA', u'EXPERIENCE', u'MANAGEMENT', u'PERFUSION', u'SURGERY']"
JDB1003,mjg40,0.111111111111,Journal article,Radiology,Advanced Ovarian Cancer: Multiparametric MR Imaging Demonstrates Response- and Metastasis-specific Effects,"Sala E, Kataoka MY, Priest AN, Gill AB, McLean MA, Joubert I, Graves MJ, Crawford RAF, Jimenez-Linan M, Earl HM","[u'APPARENT DIFFUSION-COEFFICIENTS', u'NEOADJUVANT CHEMOTHERAPY', u'BREAST-CANCER', u'3 TESLA', u'TUMORS', u'CARCINOMA', u'EXPERIENCE', u'MANAGEMENT', u'PERFUSION', u'SURGERY']"
JG477,mjg40,0.111111111111,Journal article,Radiology,Advanced Ovarian Cancer: Multiparametric MR Imaging Demonstrates Response- and Metastasis-specific Effects,"Sala E, Kataoka MY, Priest AN, Gill AB, McLean MA, Joubert I, Graves MJ, Crawford RAF, Jimenez-Linan M, Earl HM","[u'APPARENT DIFFUSION-COEFFICIENTS', u'NEOADJUVANT CHEMOTHERAPY', u'BREAST-CANCER', u'3 TESLA', u'TUMORS', u'CARCINOMA', u'EXPERIENCE', u'MANAGEMENT', u'PERFUSION', u'SURGERY']"
NGB21,AMD24,0.111111111111,Journal article,Lancet Oncology,Independent validation of genes and polymorphisms reported to be associated with radiation toxicity: a prospective analysis study,"Barnett GC, Coles CE, Elliott RM, Baynes C, Luccarini C, Conroy D, Wilkinson JS, Tyrer J, Misra V, Platte R","[u'BREAST-CANCER PATIENTS', u'SINGLE NUCLEOTIDE POLYMORPHISMS', u'DNA-REPAIR GENES', u'RANDOMIZED CONTROLLED-TRIAL', u'ACID SUBSTITUTION VARIANTS', u'GENOME-WIDE ASSOCIATION', u'G(2) CHROMOSOMAL RADIOSENSITIVITY', u'THERAPY FOLLOWING LUMPECTOMY', u'NORMAL TISSUE-REACTIONS', u'ATM SEQUENCE VARIANTS']"
NGB21,PP10001,0.111111111111,Journal article,Lancet Oncology,Independent validation of genes and polymorphisms reported to be associated with radiation toxicity: a prospective analysis study,"Barnett GC, Coles CE, Elliott RM, Baynes C, Luccarini C, Conroy D, Wilkinson JS, Tyrer J, Misra V, Platte R","[u'BREAST-CANCER PATIENTS', u'SINGLE NUCLEOTIDE POLYMORPHISMS', u'DNA-REPAIR GENES', u'RANDOMIZED CONTROLLED-TRIAL', u'ACID SUBSTITUTION VARIANTS', u'GENOME-WIDE ASSOCIATION', u'G(2) CHROMOSOMAL RADIOSENSITIVITY', u'THERAPY FOLLOWING LUMPECTOMY', u'NORMAL TISSUE-REACTIONS', u'ATM SEQUENCE VARIANTS']"
AMD24,PP10001,0.111111111111,Journal article,Lancet Oncology,Independent validation of genes and polymorphisms reported to be associated with radiation toxicity: a prospective analysis study,"Barnett GC, Coles CE, Elliott RM, Baynes C, Luccarini C, Conroy D, Wilkinson JS, Tyrer J, Misra V, Platte R","[u'BREAST-CANCER PATIENTS', u'SINGLE NUCLEOTIDE POLYMORPHISMS', u'DNA-REPAIR GENES', u'RANDOMIZED CONTROLLED-TRIAL', u'ACID SUBSTITUTION VARIANTS', u'GENOME-WIDE ASSOCIATION', u'G(2) CHROMOSOMAL RADIOSENSITIVITY', u'THERAPY FOLLOWING LUMPECTOMY', u'NORMAL TISSUE-REACTIONS', u'ATM SEQUENCE VARIANTS']"
AMD24,PP10001,0.111111111111,Journal article,Carcinogenesis,Breast cancer susceptibility polymorphisms and endometrial cancer risk: a Collaborative Endometrial Cancer Study,"Healey CS, Ahmed S, O'Mara TA, Ferguson K, Lambrechts D, Garcia-Dios DA, Vergote I, Amant F, Howarth K, Gorman M","[u'GENOME-WIDE ASSOCIATION', u'HORMONE-REPLACEMENT THERAPY', u'GENETIC-VARIATION', u'COMMON', u'VARIANTS', u'ALLELES', u'LOCI']"
AMD24,DFE20,0.111111111111,Journal article,Carcinogenesis,Breast cancer susceptibility polymorphisms and endometrial cancer risk: a Collaborative Endometrial Cancer Study,"Healey CS, Ahmed S, O'Mara TA, Ferguson K, Lambrechts D, Garcia-Dios DA, Vergote I, Amant F, Howarth K, Gorman M","[u'GENOME-WIDE ASSOCIATION', u'HORMONE-REPLACEMENT THERAPY', u'GENETIC-VARIATION', u'COMMON', u'VARIANTS', u'ALLELES', u'LOCI']"
PP10001,DFE20,0.111111111111,Journal article,Carcinogenesis,Breast cancer susceptibility polymorphisms and endometrial cancer risk: a Collaborative Endometrial Cancer Study,"Healey CS, Ahmed S, O'Mara TA, Ferguson K, Lambrechts D, Garcia-Dios DA, Vergote I, Amant F, Howarth K, Gorman M","[u'GENOME-WIDE ASSOCIATION', u'HORMONE-REPLACEMENT THERAPY', u'GENETIC-VARIATION', u'COMMON', u'VARIANTS', u'ALLELES', u'LOCI']"
RCF29,PHJ20,1,,,,,[]
KK101,NJW1004,0.111111111111,Journal article,"Cancer Epidemiology, Biomarkers and Prevention","Prediagnostic 25-Hydroxyvitamin D, VDR and CASR Polymorphisms, and Survival in Patients with Colorectal Cancer in Western European Populations","Fedirko V, Riboli E, Tjonneland A, Ferrari P, Olsen A, Bueno-de-Mesquita HB, van Duijnhoven FJB, Norat T, Jansen EHJM, Dahm CC","[u'VITAMIN-D-RECEPTOR', u'CELL LUNG-CANCER', u'COLON-CANCER', u'SERUM 25-HYDROXYVITAMIN-D', u'PROSTATE-CANCER', u'1', u'25-DIHYDROXYVITAMIN D-3', u'PHYSICAL-ACTIVITY', u'SUPPLEMENT USE', u'RISK', u'CALCIUM']"
MEW10,YYSH2,0.25,Journal article,Nanotechnology,Fabrication and electromechanical characterization of near-field electrospun composite fibers,"Huang YYS, Terentjev EM, Oppenheim T, Lacour SP, Welland ME","[u'NANOTUBE-EPOXY COMPOSITES', u'ORGANIC TRANSISTORS', u'CARBON NANOTUBES', u'CIRCUITS', u'ELECTRONICS', u'PAPER', u'STABILITY', u'THRESHOLD', u'POLYMERS', u'TOOL']"
KK101,NJW1004,0.111111111111,Journal article,International Journal of Cancer,Association of CRP genetic variants with blood concentrations of C-reactive protein and colorectal cancer risk,"Nimptsch K, Aleksandrova K, Boeing H, Janke J, Lee YA, Jenab M, Bueno-De-Mesquita HB, Jansen EHJM, Tsilidis KK, Trichopoulou A",[]
SJG49,NJW1004,0.125,Journal article,Lancet,Screening for type 2 diabetes and population mortality over 10 years (ADDITION-Cambridge): A cluster-randomised controlled trial,"Simmons RK, Echouffo-Tcheugui JB, Sharp SJ, Sargeant LA, Williams KM, Prevost AT, Kinmonth AL, Wareham NJ, Griffin SJ",[]
